idx,start_sec,end_sec,text
519,2467.460,2472.680,"si hay objeto o no hay objeto en esa cuadrilla, en esa cajita."
520,2473.300,2478.460,"Entonces, la diferencia de estas dos estimaciones prácticamente es la diferencia directa."
521,2478.460,2485.420,"Entonces, si aquí hay una, digamos, el objeto, digamos la cajita, o esa celda, contiene un objeto,"
522,2485.700,2487.200,entonces la estimación va a ser cero.
523,2487.200,2489.160,la estimación va a ser cero
524,2489.160,2491.660,y si contiene la cajita
525,2491.660,2492.900,y predice que no lo hay
526,2492.900,2495.960,entonces hay un error en este caso de no hacer la unidad
527,2495.960,2497.400,entonces este caso
528,2497.400,2498.700,lo podemos medir directamente
529,2498.700,2501.300,con esta expresión
530,2501.300,2503.400,"bien, y con respecto"
531,2503.400,2505.600,a lo que es la categoría
532,2505.600,2508.060,en que está predicha
533,2508.060,2509.600,entonces igual nosotros
534,2509.600,2512.040,hacemos la diferencia entre las probabilidades
535,2512.040,2513.720,que está en ese vector codificado
536,2513.720,2515.760,entonces si hay muchos que son
537,2515.760,2521.460,cero salvo uno que está si logra calzar completamente entonces si es uno aquí va
538,2521.460,2525.300,a tener un cero completamente en su cálculo de pérdida de error pero si no
539,2525.300,2529.900,está completamente cercana al 1 entonces hay un pequeño margen de error que uno
540,2529.900,2535.740,podría hacer que pueda ser mejorada por supuesto entonces todo esto que tenemos
541,2535.740,2540.520,acá sumamente sumando todos estos tres elementos conformaría lo que es la
542,2540.520,2548.700,función de pérdida de la celda en que tiene objeto. Entonces esa es la parte que está compuesta en los cálculos.
543,2549.500,2557.510,"Consulta. Ya, entonces esta sería la función de pérdida asociada a si la celda contiene el objeto."
544,2558.210,2565.670,"Y en este caso, si no tiene el objeto, es una cálcula súper sencilla, porque en este caso no me importa"
545,2565.670,2571.210,"si él estimó una probabilidad o me estimó, digamos, la cajita,"
546,2571.630,2575.910,"con tal que tú me digas hay o no hay, entonces el resto lo puedo olvidar."
547,2576.130,2580.090,"Entonces, por tanto, la fórmula asociada con esas funciones verdes,"
548,2580.090,2584.590,nada más ver cuál sería el confidence que fue estimada y con lo que realmente es.
549,2585.130,2587.930,"Si los dos coinciden, por tanto, no va a tener ningún inconveniente,"
550,2588.010,2592.890,"no hay un error ahí asociado, pero si los dos no son iguales o, digamos, cercanas,"
551,2592.890,2598.010,entonces va a tener un pequeño margen de error que puede ser utilizada para efectos de reajuste.
552,2600.150,2603.690,"Entonces, prácticamente sumado a estas dos funciones de pérdida,"
553,2604.010,2606.830,"o sumado ponderado o sumamos de forma directa,"
554,2607.010,2610.550,entonces conforma lo que es la función de pérdida completa.
555,2611.230,2613.730,"Entonces fíjense que todas estas estimaciones que tenemos acá,"
556,2614.070,2619.170,todo es parecido a la fórmula que es error cuadrático.
557,2619.950,2622.450,"Simplemente la suma de la diferencia de error cuadrado,"
558,2622.450,2624.670,y entonces eso está relacionado a lo que es
559,2624.670,2626.550,el problema de regresión. Ahí no tenemos
560,2626.550,2628.590,nada relacionado a lo que es la entropía
561,2628.590,2630.530,"cruzada, que es la suma de las"
562,2630.530,2632.410,probabilidades por logaritmo de la probabilidad
563,2632.410,2634.030,aquí en este caso no la estamos usando
564,2634.030,2635.670,y entonces eso digamos
565,2635.670,2638.510,facilita un poco más este
566,2638.510,2639.070,tratamiento.
567,2640.810,2642.430,"Entonces, de las aplicaciones"
568,2642.430,2644.510,"que hay, prácticamente, aquí no se ven"
569,2644.510,2646.570,"mucho las cajitas, pero aquí están"
570,2646.570,2648.630,entonces uno puede detectar
571,2648.630,2650.330,objetos que están dentro
572,2650.330,2652.210,de un contexto en particular
573,2652.210,2660.190,"Entonces, prácticamente aquí pueden cerrar, no sé, algunas anomalías posiblemente o algún órgano de interés."
574,2660.550,2663.290,Y entonces tenemos esta cajita que se encierra acá.
575,2663.890,2670.270,"Bien, algunas informaciones que ustedes están interesados en colocar se pueden agregar como a las predicciones de la probabilidad"
576,2670.270,2674.570,"o también, digamos, si estamos hablando de un problema de clasificación de múltiples órganos,"
577,2674.910,2678.390,"tal vez se pueda agregar cuál sería el órgano que está detectando, por ejemplo."
578,2678.390,2686.250,"Pero para este caso, parece que fue un problema más sencillo, simplemente detectar dónde está el riñón, si no me equivoco."
579,2686.710,2695.950,"Bien, entonces aquí prácticamente logra encerrar relativamente bien esos órganos en cada uno de estos objetos o estas imágenes que están acá."
580,2698.350,2702.090,También lo ha aplicado en otras áreas como agricultura de precisión.
581,2702.090,2708.050,"En este caso, detecta lo que es relacionado al tomate, bien, qué tal el nivel de madurez."
582,2708.390,2713.990,"Entonces, en función de la probabilidad de nivel y madurez, prácticamente puede indicar para efectos de cosecharla, por ejemplo,"
583,2714.550,2716.970,"y lo que está en botón más verde, como está ocurriendo de este lado,"
584,2716.970,2723.950,"entonces, prácticamente dice que no se recomienda extraerla, por esa forma."
585,2724.150,2731.490,"Entonces, ahí prácticamente se puede aplicar en esta área, el tomate, se puede aplicar en la parte de las uvas, por ejemplo,"
586,2731.830,2734.050,u otras frutas en particular.
587,2734.470,2739.330,"Entonces, eso, digamos, da interés que han utilizado mucho actualmente."
588,2740.090,2744.830,"Bien, y la otra también se ha utilizado mucho, que ya lo he mencionado varias veces, sería el sistema de vigilancia."
589,2744.830,2751.230,"Entonces, el sistema de vigilancia, uno puede, digamos, detectar si hay una persona que está presente en esta área, por ejemplo."
590,2751.950,2759.310,"Y, bueno, si tenemos una secuencia de detecciones, entonces uno puede hacer como una especie de seguimiento hacia dónde se ha ido la persona."
591,2759.310,2773.470,"Entonces, también en este caso, no es el área de detección en sí directamente, bueno, con ese nombre, se conoce como el optical flow, que prácticamente va como fluye un objeto en particular."
592,2774.150,2782.990,"Y entonces, aquí podemos abordarlo de esa manera, podemos abordarlo como efecto de detectar una persona también en un área que tal vez no era de persona ahí."
593,2782.990,2793.350,"Bien, fugas a unas cosas o personas que están subiendo a una región también para estar atento si de repente pasa algo."
594,2793.930,2802.810,"Bueno, también está la otra parte que detecta si una persona contiene cascos, si hay guantes, también se puede ser usada en ese aspecto."
595,2802.810,2825.530,"Entonces lo bueno de este modelo YOLO es que prácticamente se puede aplicar en diferentes áreas sin muchas complicaciones y digamos, un punto más sencillo a nivel de los datos que representa como problema de segmentación, porque segmentación necesita que se coloree cada uno de esos entornos."
596,2825.530,2845.670,"Entonces tenemos como un mapa de referencia. Para este caso, simplemente, bueno, simplemente en comillas, tener dónde está la ubicación de esa cajita donde está la persona y tener la etiqueta de qué es. Entonces, digamos, es una de las formas que podemos abordarla mucho más sencilla en comparación de la segmentación."
597,2845.670,2848.970,entonces este modelo
598,2848.970,2850.110,tiene como siempre
599,2850.110,2852.950,no es perfecto como he mencionado
600,2852.950,2854.910,son modelos que ya se han
601,2854.910,2857.070,"desarrollado, tienen una especie de estructura"
602,2857.070,2858.730,que podemos tomar como referencia
603,2858.730,2860.830,y a partir de ahí adaptarlo en el
604,2860.830,2862.370,contexto que a ustedes
605,2862.370,2864.690,"les sea aplicable, en este caso"
606,2864.690,2866.790,"como de interés, pero lo interesante"
607,2866.790,2868.650,de este modelo es que
608,2868.650,2870.590,fluye bastante bien
609,2870.590,2872.510,"rápida, por tanto una velocidad"
610,2872.510,2874.570,más alta en comparación de las otras
611,2874.570,2877.990,"porque ya el modelo no pasamos por un proceso manual,"
612,2878.150,2882.850,"es como extracción de características y un montón de filtros que nosotros tenemos que seleccionar,"
613,2883.310,2889.750,"sino que pasa de una vez y calcula, hace un montón de cálculos internos,"
614,2889.910,2894.710,"y en función de eso te genera ese tensor, y ese tensor lo pasamos a un proceso de filtrado"
615,2894.710,2896.870,y nos quedamos con esa representación.
616,2897.350,2900.650,"Por tanto, eso es lo que consistiría en lo que es YOLO."
617,2900.650,2919.830,"Bien, entonces eso va de la mano en lo que es un modelo ya unificado, porque en este caso unificado no estamos resolviendo un problema de clasificación y también de regresión, digamos, paralela, paralela entre comillas, sino de una vez un enfoque dirigido a un problema de regresión."
618,2919.830,2931.510,"Entonces estimamos tanto las probabilidades como las cajitas o las coordenadas de las cajitas. Si esa celda contiene o no contiene objeto, todo está amarrado como un problema de regresión."
619,2931.510,2944.170,"Entonces, de manera que no solamente aborda cosas más locales, sino también comprende lo que es el contexto general, cuáles serían las cosas que están pertinentes en su detección."
620,2944.330,2959.350,"Por tanto, hace una predicción en forma global, porque justamente analiza partes de ellas, porque los filtros convolucionales, el max pooling, justamente preserva esa invariante de las relaciones."
621,2959.350,2987.310,"Entonces uno tiene esa opción de tener esa representación y bueno, en cierta manera es fácil de implementar, fácil entre comillas, la estructura es sencilla, pero digamos depende de la complejidad de los datos, va posiblemente, hay que incrementar un poco más de profundidad, eso digamos es parte de la esencia de estos modelos o las variantes de estos modelos y que se pueda adaptarse en el contorno que están elaborando."
622,2987.310,2989.990,las desventajas
623,2989.990,2992.490,por ser este primer modelo
624,2992.490,2994.150,de YOLO V1
625,2994.150,2996.290,no es que salieron una vez
626,2996.290,2998.510,"super perfecto, si puede ser perfecto"
627,2998.510,2999.990,para las predicciones no salieran
628,2999.990,3001.970,estas versiones
629,3001.970,3004.510,tantas versiones que salieron últimamente
630,3004.510,3006.890,entonces algunos modelos
631,3006.890,3008.310,de algunas versiones de YOLO
632,3008.310,3010.410,son buenas para efectos
633,3010.410,3011.690,de algunos problemas en particular
634,3011.690,3014.470,y otros que digamos tienen ciertas
635,3014.470,3016.310,"desventajas, entonces por tanto"
636,3016.310,3018.350,este modelo que representa un modelo de versión
637,3018.350,3020.330,"B1, no que tiene una"
638,3020.330,3022.510,alta precisión a nivel de los cuadritos
639,3022.510,3024.190,pero en cierta manera
640,3024.190,3025.610,si logra detectar el objeto
641,3025.610,3028.390,pero digamos a nivel de aproximación de esa cajita
642,3028.390,3030.370,no es super buena en ese aspecto
643,3030.370,3032.210,por lo tanto tiene baja
644,3032.210,3034.430,precisión en estas
645,3034.430,3036.190,detecciones y más todavía cuando
646,3036.190,3037.830,tenemos objetos más pequeños
647,3037.830,3039.890,por eso la versión YOLO B8
648,3039.890,3042.110,si compensa un poco más
649,3042.110,3044.110,esta parte de detectar
650,3044.110,3045.550,objetos pequeños porque
651,3045.550,3052.790,su diseño es muy diferente que nosotros hemos visto hasta ahora que casi como lineal bien en
652,3052.790,3058.210,cambio el modelo b8 creo que la vez 6 en adelante se ramifica y teniendo como estimación de tres
653,3058.210,3064.450,tensores tres tensores grandes ok cada uno tiene la presentación de tensor en resolución para
654,3064.450,3070.310,detectar objetos resoluciones altas otra resolución intermedia y otra resolución baja entonces filtra
655,3070.310,3075.290,todo eso y tenemos prácticamente el objeto de interés y si son objetos pequeños eso lo está
656,3075.290,3082.250,"capturando también. Algo similar que nosotros vimos en la parte de Inception, que tiene prácticamente"
657,3082.250,3089.330,"una ramificación, eso logra capturar esencias de resoluciones diferentes. En cambio, YOLO también"
658,3089.330,3095.410,hace como una estimación de diferentes resoluciones y en función de eso logra filtrar la información.
659,3095.410,3101.410,"Y claro, más pesado por supuesto, porque en vez de estimar un solo tensor grande, allá en la versión"
660,3101.410,3108.310,seguí adelante son tres tensores del mismo tamaño y con eso hacer filtrar
661,3108.310,3113.090,entonces esta versión tiene una tiene presenta un poquito baja la precisión
662,3113.090,3117.410,esos objetos pequeños la educación de las cajas son menos precisas por justamente
663,3117.410,3121.490,el efecto de la relajación que ellos colocaron como la raíz cuadrada entonces
664,3121.490,3126.510,ahí tenemos un poco más de como suavizado en ese aspecto y es suavizado
665,3126.510,3129.050,reduce lo que es la capacidad
666,3129.050,3131.550,de tener una predicción
667,3131.550,3132.290,más precisa
668,3132.290,3134.970,"de esas cajitas. Entonces, es una"
669,3134.970,3136.630,de las cosas que presenta como debilidad.
670,3137.230,3138.830,"Y bueno, en problemas con objetos"
671,3138.830,3140.470,"que se cruzan en celda, eso"
672,3140.470,3142.990,"siempre va a presentar,"
673,3143.050,3144.710,a menos que ustedes logran definir
674,3144.710,3145.190,cuál sería
675,3145.190,3147.970,la resolución de esa grilla.
676,3148.550,3150.230,"En este caso, la grilla es 7x7."
677,3150.570,3152.870,Si usted tiene una imagen mucho más
678,3152.870,3154.870,"de resolución,"
679,3154.870,3156.770,tal vez 7 por 7 no sea la conveniente
680,3156.770,3158.850,puede ser que si vamos a aumentar
681,3158.850,3160.590,tal vez 14 por 14
682,3160.590,3162.590,"o digamos, no necesariamente sea"
683,3162.590,3163.370,totalmente
684,3163.370,3166.470,"cuadrada, si la imagen es rectangular"
685,3166.470,3167.890,puede ser en este caso
686,3167.890,3170.450,20 por 7
687,3170.450,3172.610,"por ejemplo, se puede tener"
688,3172.610,3173.970,esa definición de esa grilla
689,3173.970,3176.650,entonces todo eso digamos dependería
690,3176.650,3178.950,de cómo ustedes hacen la división
691,3178.950,3180.430,y en función de esa división
692,3180.430,3182.870,logra abordar o mitigar esta problemática
693,3182.870,3184.610,que tenemos objetos que se
694,3184.610,3186.290,cruzan en una misma celda.
695,3186.930,3188.890,"Bien, entonces, por tanto, este modelo"
696,3188.890,3190.990,como tiene esa compensación de que
697,3190.990,3192.470,no es que
698,3192.470,3195.250,abordamos problemas de clasificación y regresión
699,3195.250,3196.390,"de forma separada,"
700,3196.730,3198.910,"en cierta manera, reduce ese efecto"
701,3198.910,3200.430,"de esa lentitud,"
702,3200.670,3202.790,"por tanto, es como queremos"
703,3202.790,3204.610,que el modelo
704,3204.610,3206.750,"logre predecir de forma rápida,"
705,3206.750,3208.410,"entre comillas, y también que"
706,3208.410,3211.070,tenga una precisión relativamente aceptable.
707,3211.230,3212.630,"Entonces, tiene ese balance"
708,3212.630,3214.970,que presenta este modelo
709,3214.970,3216.830,"entonces, eso es una de las cosas"
710,3216.830,3219.150,que tiene este alcance
711,3219.150,3220.630,consulta
712,3220.630,3224.910,"ya, entonces veamos como funciona"
713,3224.910,3225.510,este YOLO
714,3225.510,3254.810,"ok, si no me equivoco ya les"
715,3254.810,3255.990,liberé el código
716,3255.990,3262.450,que es la versión 501
717,3262.450,3263.730,YOLOv1
718,3263.730,3266.190,PASCAL
719,3266.190,3266.950,VOC
720,3266.950,3280.400,este código
721,3280.400,3281.500,"no lo he ejecutado, por supuesto"
722,3281.500,3283.640,YOLO para entrenarlo
723,3283.640,3285.360,es más o menos pesado
724,3285.360,3287.720,entonces ya de por si
725,3287.720,3290.260,nosotros vimos el modelo de segmentación
726,3290.260,3291.440,del ARENET
727,3291.440,3294.100,es pesado en cierta manera como tratamos los datos
728,3294.100,3295.620,pero en este caso
729,3295.620,3297.640,YOLO en cierta manera
730,3297.640,3299.980,es pesada depende de la cantidad de los datos
731,3299.980,3301.240,en este caso con Pascal
732,3301.240,3303.040,que es una de las bases de datos
733,3303.040,3304.800,como tipo Benchmark
734,3304.800,3307.400,tiene hartas imágenes
735,3307.400,3308.580,que están asociadas con ella
736,3308.580,3309.560,por tanto
737,3309.560,3311.820,se supone que con
738,3311.820,3314.140,"mayor datos, la estimación"
739,3314.140,3315.700,"debe ser un poco mejor, ¿no? Esa es la"
740,3315.700,3318.020,"que uno espera. Bien. Entonces,"
741,3318.280,3320.100,"de hecho, hay muchas bases de datos."
742,3320.380,3322.020,"Es Pascal uno de ellas, está"
743,3322.020,3323.940,"otro que se llama Coco, también tiene"
744,3323.940,3326.040,harta característica o
745,3326.040,3327.600,categoría que está asociada con ella.
746,3328.120,3329.920,"Bien, entonces, este caso lo presento."
747,3330.080,3331.620,Esta base de datos se llama Pascal.
748,3332.360,3334.040,"Bien. Entonces, esta"
749,3334.040,3336.080,implementación igual los trae
750,3336.080,3338.280,"directamente, toma como referencia"
751,3338.280,3340.900,este autor que tenemos acá
752,3340.900,3342.660,"la mayoría, digamos"
753,3342.660,3344.760,la sección de implementación
754,3344.760,3346.560,"son similares, salvo"
755,3346.560,3348.040,unos comandos que tuve que
756,3348.040,3350.740,reajustar y cambiarle algunas cosas
757,3350.740,3352.260,de acceso a la base de datos
758,3352.260,3354.720,"y entonces, para este efecto"
759,3354.720,3356.420,vamos a utilizar lo que es la
760,3356.420,3358.400,"librería KaggleHub, entonces KaggleHub"
761,3358.400,3360.460,para conectar justamente con esa base de datos
762,3360.460,3362.720,y descargar esta información de Pascal
763,3362.720,3364.320,"B12, entonces ese es"
764,3364.320,3366.300,el manejo de ella
765,3366.300,3368.240,por tanto
766,3368.240,3370.880,Acá tengo la librería de Cargher Hub.
767,3371.680,3375.460,Algunas funciones en este caso que ya más o menos ustedes lo han visto.
768,3375.940,3378.040,Presir el pillow para cargar imagen.
769,3378.220,3379.640,El CV2 que es OpenCV.
770,3380.040,3382.100,También efecto para tratamiento de imágenes.
771,3382.720,3386.840,De resto hasta acá arriba son como efectos de muestra de aleatorio.
772,3387.580,3393.180,Para este cálculo de cosería lastimar el tiempo de cómputo de una celda.
773,3393.380,3396.960,En este caso con TQDM es una librería que puede hacer eso.
774,3396.960,3404.720,time para medir tiempo directo y algunas cosas en este caso los datos que vienen está en formato
775,3404.720,3411.360,las imágenes están en formato de imágenes por supuesto pero la información lo que es el centro
776,3411.360,3417.880,la etiqueta que está asociada con esta cada una estas imágenes está en formato del tipo de QML
777,3417.880,3423.840,entonces por tanto vamos a utilizar la habilidad de QML para cargar justamente ese árbol que viene
778,3423.840,3427.780,representada esa información y con eso podemos tener acceso y extraer
779,3427.780,3431.740,justamente la información de interés como la clase de esa imagen
780,3431.740,3436.220,"o la clase de ese objeto, esa cajita que queremos hacer la detección."
781,3436.660,3440.020,"Si es un gatito, si es un"
782,3440.020,3444.200,"balón, si es un vehículo, entonces vamos a tener esa categoría y además"
783,3444.200,3447.980,las coordenadas de estas cajitas que vienen
784,3447.980,3452.080,"en este caso la esquina superior y esquina inferior, prácticamente con esa información"
785,3452.080,3456.380,podemos calcular lo que son los centros y el ancho y el alto de esas cajitas.
786,3456.640,3458.940,Luego aplicamos una normalización.
787,3459.760,3463.920,"Entonces, todo esto está en la base de datos"
788,3463.920,3467.140,y con esto podemos extraer esa información sin mucho inconveniente.
789,3467.740,3471.800,"Y para el armado del modelo, lo trabajamos directamente con PyTorch."
790,3472.000,3473.720,"Entonces, aquí tenemos el gestor de datos,"
791,3474.100,3477.460,tenemos aquí unas reformaciones que tal vez nosotros tenemos que aplicarle.
792,3477.460,3482.260,"Entonces, todo esto lo podemos construir a partir de estas librerías."
793,3484.380,3491.260,"Aquí, digamos, es una función que se encarga justamente del tratamiento de la información de XML."
794,3492.120,3501.200,"Bien, entonces, prácticamente podemos utilizar esa función o esa librería para cargar justamente el archivo de XML,"
795,3501.740,3506.040,"para tener justamente ese árbol completamente ya definida, esa estructura."
796,3506.040,3518.840,"Y en función de esa estructura, nosotros vamos a ir revisando en cada uno de estos accesos, donde tenemos el atributo de ancho y alto, que representa los datos."
797,3520.680,3526.720,"Entonces, con esto prácticamente podemos extraer las características de esa información, de esa cajita."
798,3526.720,3541.200,"Entonces, acá podemos ir buscando dentro de esa sección de ese árbol de XML, vemos dónde está un atributo que se conoce como objeto, y ahí se almacena prácticamente las coordenadas de esa cajita."
799,3541.480,3555.640,"Entonces, por tanto, si buscamos todo lo que representa como objeto, yo puedo acceder a lo que es Bounding Box, ese será el nombre, y ese Bounding Box va a tener el mínimo y el máximo, que serían los extremos superior izquierdo y extremo inferior derecho."
800,3555.640,3561.100,entonces en este caso como vamos a estimar nada más un solo objeto entonces nos quedamos con uno
801,3561.100,3568.060,solo que hace la recorrida porque en este caso la sección de objetos puede tener muchos objetos en
802,3568.060,3573.660,esa imagen particular entonces si tengo una imagen que puede tener gatitos perritos y un carrito así
803,3573.660,3578.520,como la imagen referencia que tenemos en el pt entonces vamos a tener personas tenemos semáforos
804,3578.520,3580.620,tenemos un micro y tenemos
805,3580.620,3582.900,bands
806,3582.900,3584.520,entonces eso
807,3584.520,3586.600,conforma lo que es el objeto de la
808,3586.600,3587.820,"imagen, en este caso"
809,3587.820,3590.440,posiblemente va a estar almacenada dentro de
810,3590.440,3592.060,estas rutas de objetos
811,3592.060,3594.680,entonces con esto extraigo uno solo
812,3594.680,3596.380,por eso tenemos el break acá
813,3596.380,3598.140,y entonces
814,3598.140,3599.420,con eso extraemos
815,3599.420,3601.640,esas coordenadas de la cajita
816,3601.640,3609.100,una vez tenemos eso
817,3609.100,3610.440,del objeto
818,3610.440,3612.760,el objeto podemos buscar
819,3612.760,3614.720,hay un atributo que se llama name
820,3614.720,3617.080,entonces name ahí va a definir
821,3617.080,3618.400,cuál será el nombre del objeto
822,3618.400,3620.560,entonces podemos aprovechar también esta
823,3620.560,3622.360,"característica, bien"
824,3622.360,3624.940,luego de eso yo puedo aplicar
825,3624.940,3626.880,las operaciones que necesitamos convertir
826,3626.880,3628.920,"de lo que es la imagen, el estado original"
827,3628.920,3630.480,"de las cajitas, de las coordenadas"
828,3630.480,3633.040,esquina superior izquierdo y esquina inferior
829,3633.040,3635.000,"derecho, y van a calcular"
830,3635.000,3636.780,lo que es el centro y el ancho
831,3636.780,3638.520,y el alto que representa
832,3638.520,3640.780,cada uno de estos objetos.
833,3641.080,3645.880,Entonces aquí justamente hacemos el cálculo del bounding box
834,3645.880,3648.680,"y aprovechamos también, normalizamos la información"
835,3648.680,3651.400,usando la fórmula que nosotros vimos en el PPT.
836,3651.400,3657.380,"Sería en este caso, cuál sería el ancho, el alto que representa la imagen."
837,3657.700,3661.240,Y entonces en este caso hacemos la división con esta representación
838,3661.240,3667.740,y tenemos acá los cuatro operaciones asociadas
839,3667.740,3674.200,con esa reducción y ahí tenemos prácticamente ese arreglo que necesitamos componer
840,3674.200,3680.200,"como la primera parte de ese tensor, que sería lo que es la coordenada de las cajitas,"
841,3680.460,3687.240,"en su centro, ancho y alto y también lo que es la etiqueta de esa clase."
842,3688.260,3695.390,Entonces toda esta información que tenemos acá lo almacenamos como parte del tensor
843,3695.390,3698.030,porque necesitamos llevarlo al contexto de PyTorch.
844,3701.800,3712.040,"Ok, aquí hay una función, esta función se encargaría prácticamente de mapear las características, o la predicción, en la imagen."
845,3712.260,3716.680,"Entonces aquí prácticamente, no, mentira, esta no es la graficación de imagen,"
846,3716.780,3722.500,"esto es lo que se encarga de crear ese tensor de salida, el tensor del cubo, que nosotros necesitamos estimar."
847,3722.880,3728.740,"Por tanto ahí definimos cuál sería el tensor de salida, entonces sería en este caso, lo llenamos primero con ceros,"
848,3728.740,3731.720,0 en este caso del ancho y el alto de las divisiones.
849,3731.900,3734.740,Entonces vamos a tener prácticamente esa representación.
850,3735.240,3739.540,"Y tenemos lo que es el número de clases, que sería la última vector de la parte de los P's."
851,3739.880,3744.580,Y 5 serían las coordenadas asociadas con la cajita y también el confidence.
852,3745.040,3750.440,"Entonces acá prácticamente hacemos ese alojamiento,"
853,3750.920,3755.440,la variable que se encarga de tener esa instancia.
854,3755.440,3759.620,"y a partir de ella nosotros vamos llenando esas cajitas que tenemos ahí,"
855,3759.800,3764.060,"a partir de los datos que nosotros traemos en el paso anterior,"
856,3764.200,3767.140,"vamos a la función anterior, que serían los bounding boxes,"
857,3767.840,3773.020,"más este caso 0, 1, que sería la profundidad para efecto de obtener esa separación,"
858,3773.600,3778.360,"y con esto vamos a ir cargando directamente a esta variable,"
859,3778.620,3780.840,que sería lo que es la cajita en fondo.
860,3780.840,3793.840,"Entonces, aquí tenemos que los primeros cinco elementos se encargarían de los elementos que representan las cajitas y el resto de los cinco, después de los quintos elementos, sería la representación de las probabilidades."
861,3794.620,3797.560,Entonces ahí tenemos prácticamente esa asignación.
862,3798.020,3804.080,"Y el retorno sería un tensor, aquí escribí mal, aquí dice PyTorch."
863,3804.620,3810.540,"Entonces aquí saldría la salida, un tensor del que es PyTorch, para tener justamente esa alimentación al modelo."
864,3810.840,3814.260,"Entonces, esa es la construcción que tenemos ahí."
865,3818.050,3822.630,"Y luego lo que tenemos que definir ahora, porque ya tenemos este caso,"
866,3822.930,3828.450,"cómo sería la carga de la información o procesamiento de la información de la base de datos,"
867,3828.450,3832.090,"de extraer cuáles eran los centros, las coordenadas, las cajitas."
868,3832.650,3835.750,"Luego de esas coordenadas, las cajitas, lo armamos ahora el tensor de salida"
869,3835.750,3839.730,para poder comparar justamente lo que predice el modelo con este tensor.
870,3839.730,3844.830,"y bueno, el modelo se encarga también de predecir ese tensor, por supuesto."
871,3846.150,3849.670,"Entonces, una vez tenemos eso, vamos a crear lo que es la función de pérdida."
872,3850.190,3853.110,"Entonces, recordemos que la función de pérdida está separada en dos partes."
873,3853.110,3857.690,Una parte es si la celda contiene objeto o no contiene objeto.
874,3857.850,3859.910,"Si contiene objeto, hay una función de pérdida asociada"
875,3859.910,3863.390,"y si no contiene objeto, hay una función de pérdida asociada más simple."
876,3863.390,3865.190,entonces acá
877,3865.190,3865.910,digamos
878,3865.910,3868.770,se puede construir una función
879,3868.770,3870.770,"si ustedes desean, para este caso"
880,3870.770,3872.930,calcular la diferencia del cuadrado de cada uno
881,3872.930,3874.970,"de los elementos, luego se hace la suma"
882,3874.970,3877.010,esa es para la reducción de lo que es
883,3877.010,3879.210,el error obtenido de ese cálculo
884,3879.210,3880.350,de la diferencia del cuadrado
885,3880.350,3883.190,"y bueno, en este caso vamos a armar"
886,3883.190,3884.890,ahora la función
887,3884.890,3887.130,"de pérdida total, que representaría"
888,3887.130,3888.910,esta implementación
889,3888.910,3889.850,en este caso del YOLO
890,3889.850,3893.010,"entonces, fíjense acá"
891,3893.010,3906.850,"acá en este caso yo voy a extraer prácticamente la celda que contiene en este caso los objetos que contiene, en este caso la celda que contiene objetos."
892,3907.250,3913.830,Entonces en función de ella nosotros vamos a ir armando prácticamente la estructura de esos cálculos.
893,3913.830,3926.150,"En este caso, vamos a ver cuáles serían los elementos que están en este target, porque este caso es la grilla, ¿ok? Contiene la información, en este caso, las probabilidades."
894,3926.490,3935.710,"Entonces, por tanto, me quedo con eso. ¿Cuál sería que tiene exactamente la característica que tiene, en este caso, el confidence? Que sea igual a 1."
895,3935.710,3941.410,bien entonces todo eso que sea igual a 1 nosotros lo filtramos bien y aquí en este caso vamos a
896,3941.410,3947.950,tratar de ver si coinciden o no coinciden en este caso esas predicciones bien entonces eso digamos
897,3947.950,3952.010,lo que estamos haciendo fíjense que aquí lo que estamos comparando pues sería lo que es las
898,3952.010,3957.110,verdaderas porque este target viene a partir de los datos verdaderos bien estos datos verdaderos
899,3957.110,3961.950,vamos a ver que sería los elementos que son unos bien y esos elementos que son unos iguales traemos
900,3961.950,3964.430,"para cada una de estas, bien sea la predicción"
901,3964.430,3965.990,"o la etiqueta real, cuál sea la que"
902,3965.990,3968.190,"tiene valor 1, y con eso"
903,3968.190,3969.830,calculamos lo que es la diferencia
904,3969.830,3971.890,de esos elementos que sería
905,3971.890,3973.550,la pérdida general
906,3973.550,3975.810,"de esa reconstrucción, de esa construcción"
907,3975.810,3976.450,de las cajitas
908,3976.450,3979.710,"bien, por tanto aquí, simplemente"
909,3979.710,3981.190,para efecto de los objetos
910,3981.190,3983.890,y cuando no tenemos objetos
911,3983.890,3985.670,hacemos algo similar a lo que
912,3985.670,3987.670,"calculo anterior, solamente que el target"
913,3987.670,3989.510,"va a ser igualado a 0, bien"
914,3989.510,3991.730,y con eso extraemos todos los índices
915,3991.730,3997.690,"en donde justamente sea completamente, digamos, los índices,"
916,3997.890,4002.470,"que justamente en función de la data original, de datos reales."
917,4002.870,4005.910,Y ahí calculamos otra vez cuál sería ese error que está acá.
918,4006.210,4008.950,Pero en este caso el error está asociado más que todo al confidence.
919,4009.330,4012.490,Entonces eso es lo que es el cálculo inicial.
920,4013.950,4017.530,Ya para la parte de lo que es la pérdida del objeto.
921,4017.530,4019.250,aquí
922,4019.250,4022.630,vamos a tomar acá las coordenadas
923,4022.630,4024.190,que están relacionadas a las cajitas
924,4024.190,4026.210,entonces esta es la coordenada de las cajitas
925,4026.210,4028.650,asociada con cada uno de estos índices
